,Library,Plate,Well,Rate,Type,Column,Row
968,lib1,P1,A09,-0.014638163,Variant,9,A
969,lib1,P1,A10,0.188057184,Parent,10,A
970,lib1,P1,A11,0.000216454,Variant,11,A
971,lib1,P1,A12,0.004026636,Variant,12,A
972,lib1,P1,B01,-0.002728949,Variant,1,B
973,lib1,P1,B02,0.012393071,Variant,2,B
974,lib1,P1,B03,0.013767314,Variant,3,B
975,lib1,P1,B04,0.005347567,Variant,4,B
976,lib1,P1,B05,-0.010498993,Variant,5,B
977,lib1,P1,B06,0.006505294,Variant,6,B
978,lib1,P1,B07,0.008497184,Variant,7,B
979,lib1,P1,B08,0.007119741,Variant,8,B
980,lib1,P1,B09,-0.000851436,Variant,9,B
981,lib1,P1,B10,0.185429762,Parent,10,B
982,lib1,P1,B11,-0.01034368,Variant,11,B
983,lib1,P1,B12,-0.002156384,Variant,12,B
984,lib1,P1,C01,-0.043770907,Variant,1,C
985,lib1,P1,C02,0.012747415,Variant,2,C
986,lib1,P1,C03,-0.01280118,Variant,3,C
987,lib1,P1,C04,-0.013839889,Variant,4,C
988,lib1,P1,C05,0.000837567,Variant,5,C
989,lib1,P1,C06,0.013127578,Variant,6,C
990,lib1,P1,C07,0.077063287,Variant,7,C
991,lib1,P1,C08,0.026683869,Variant,8,C
992,lib1,P1,C09,-0.011357695,Variant,9,C
993,lib1,P1,C10,0.15579684,Parent,10,C
994,lib1,P1,C11,0.103857315,Variant,11,C
995,lib1,P1,C12,0.028553361,Variant,12,C
996,lib1,P1,D01,0.00150243,Variant,1,D
997,lib1,P1,D02,-0.002682055,Variant,2,D
998,lib1,P1,D03,0.009869373,Variant,3,D
999,lib1,P1,D04,0.008111665,Variant,4,D
1000,lib1,P1,D05,0.017863602,Variant,5,D
1001,lib1,P1,D06,0.013146255,Variant,6,D
1002,lib1,P1,D07,0.014446649,Variant,7,D
1003,lib1,P1,D08,-0.004476316,Variant,8,D
1004,lib1,P1,D09,0.054941513,Variant,9,D
1005,lib1,P1,D10,0.158979407,Parent,10,D
1006,lib1,P1,D11,0.000662704,Variant,11,D
1007,lib1,P1,D12,-0.00859214,Variant,12,D
1008,lib1,P1,E01,-0.026870616,Variant,1,E
1009,lib1,P1,E02,-0.041846097,Variant,2,E
1010,lib1,P1,E03,-0.010465196,Variant,3,E
1011,lib1,P1,E04,0.010689045,Variant,4,E
1012,lib1,P1,E05,-0.000683263,Variant,5,E
1013,lib1,P1,E06,-0.003851477,Variant,6,E
1014,lib1,P1,E07,0.006731266,Variant,7,E
1015,lib1,P1,E08,0.068981985,Variant,8,E
1016,lib1,P1,E09,0.01501407,Variant,9,E
1017,lib1,P1,E10,-0.019880615,Sterile,10,E
1018,lib1,P1,E11,-0.00172564,Variant,11,E
1019,lib1,P1,E12,0.008117369,Variant,12,E
1020,lib1,P1,F01,-0.02225732,Variant,1,F
1021,lib1,P1,F02,0.071818672,Variant,2,F
1022,lib1,P1,F03,0.008307502,Variant,3,F
1023,lib1,P1,F04,-0.004010741,Variant,4,F
1024,lib1,P1,F05,-0.014177966,Variant,5,F
1025,lib1,P1,F06,0.18232152,Variant,6,F
1026,lib1,P1,F07,-0.009065953,Variant,7,F
1027,lib1,P1,F08,0.152649388,Variant,8,F
1028,lib1,P1,F09,0.010172365,Variant,9,F
1029,lib1,P1,F10,-0.01316175,Sterile,10,F
1030,lib1,P1,F11,-0.006318041,Variant,11,F
1031,lib1,P1,F12,-0.013469364,Variant,12,F
1032,lib1,P1,G01,0.036400796,Variant,1,G
1033,lib1,P1,G02,-0.010566559,Variant,2,G
1034,lib1,P1,G03,0.022507062,Variant,3,G
1035,lib1,P1,G04,0.13978589,Variant,4,G
1036,lib1,P1,G05,-0.002965072,Variant,5,G
1037,lib1,P1,G06,0.005411793,Variant,6,G
1038,lib1,P1,G07,0.00971284,Variant,7,G
1039,lib1,P1,G08,0.017059721,Variant,8,G
1040,lib1,P1,G09,-0.018226314,Variant,9,G
1041,lib1,P1,G10,0.003014147,Negative,10,G
1042,lib1,P1,G11,-0.012912667,Variant,11,G
1043,lib1,P1,G12,0.036438918,Variant,12,G
1044,lib1,P1,H01,-0.010366299,Variant,1,H
1045,lib1,P1,H02,-0.026823636,Variant,2,H
1046,lib1,P1,H03,-0.007302884,Variant,3,H
1047,lib1,P1,H04,-0.006886658,Variant,4,H
1048,lib1,P1,H05,0.022563238,Variant,5,H
1049,lib1,P1,H06,-0.015602778,Variant,6,H
1050,lib1,P1,H07,0.002640844,Variant,7,H
1051,lib1,P1,H08,0.004862453,Variant,8,H
1052,lib1,P1,H09,-0.007480969,Variant,9,H
1053,lib1,P1,H10,-0.020083081,Negative,10,H
1054,lib1,P1,H11,0.249583587,Variant,11,H
1055,lib1,P1,H12,-0.031756918,Variant,12,H
1056,lib1,P2,A01,-0.000674372,Variant,1,A
1057,lib1,P2,A02,0.017367412,Variant,2,A
1058,lib1,P2,A03,0.009355252,Variant,3,A
1059,lib1,P2,A04,0.00373427,Variant,4,A
1060,lib1,P2,A05,0.006252567,Variant,5,A
1061,lib1,P2,A06,7.80E-05,Variant,6,A
1062,lib1,P2,A07,0.052698871,Variant,7,A
1063,lib1,P2,A08,0.005234068,Variant,8,A
1064,lib1,P2,A09,0.011607753,Variant,9,A
1065,lib1,P2,A10,0.22314785,Parent,10,A
1066,lib1,P2,A11,0.009154848,Variant,11,A
1067,lib1,P2,A12,0.00840013,Variant,12,A
1068,lib1,P2,B01,0.008575046,Variant,1,B
1069,lib1,P2,B02,0.032189191,Variant,2,B
1070,lib1,P2,B03,0.032723752,Variant,3,B
1071,lib1,P2,B04,0.026206159,Variant,4,B
1072,lib1,P2,B05,0.031940348,Variant,5,B
1073,lib1,P2,B06,0.060925986,Variant,6,B
1074,lib1,P2,B07,0.011346156,Variant,7,B
1075,lib1,P2,B08,0.025980995,Variant,8,B
1076,lib1,P2,B09,0.003673729,Variant,9,B
1077,lib1,P2,B10,0.279313081,Parent,10,B
1078,lib1,P2,B11,0.011835141,Variant,11,B
1079,lib1,P2,B12,0.018888298,Variant,12,B
1080,lib1,P2,C01,0.012101315,Variant,1,C
1081,lib1,P2,C02,-0.002584183,Variant,2,C
1082,lib1,P2,C03,0.007920284,Variant,3,C
1083,lib1,P2,C04,0.051443014,Variant,4,C
1084,lib1,P2,C05,0.022291282,Variant,5,C
1085,lib1,P2,C06,0.07230493,Variant,6,C
1086,lib1,P2,C07,0.006081455,Variant,7,C
1087,lib1,P2,C08,0.176032738,Variant,8,C
1088,lib1,P2,C09,0.019546944,Variant,9,C
1089,lib1,P2,C10,0.210743226,Parent,10,C
1090,lib1,P2,C11,-0.001046124,Variant,11,C
1091,lib1,P2,C12,0.128354374,Variant,12,C
1092,lib1,P2,D01,0.007470857,Variant,1,D
1093,lib1,P2,D02,0.007008304,Variant,2,D
1094,lib1,P2,D03,0.003102022,Variant,3,D
1095,lib1,P2,D04,0.033387251,Variant,4,D
1096,lib1,P2,D05,0.000476989,Variant,5,D
1097,lib1,P2,D06,0.080110659,Variant,6,D
1098,lib1,P2,D07,0.011385475,Variant,7,D
1099,lib1,P2,D08,0.057640529,Variant,8,D
1100,lib1,P2,D09,0.145234108,Variant,9,D
1101,lib1,P2,D10,0.200407345,Parent,10,D
1102,lib1,P2,D11,0.004142231,Variant,11,D
1103,lib1,P2,D12,-0.003656683,Variant,12,D
1104,lib1,P2,E01,0.100852987,Variant,1,E
1105,lib1,P2,E02,-0.006879981,Variant,2,E
1106,lib1,P2,E03,0.349270657,Variant,3,E
1107,lib1,P2,E04,0.082555261,Variant,4,E
1108,lib1,P2,E05,-0.009584972,Variant,5,E
1109,lib1,P2,E06,0.026039823,Variant,6,E
1110,lib1,P2,E07,-0.00462627,Variant,7,E
1111,lib1,P2,E08,0.018719729,Variant,8,E
1112,lib1,P2,E09,-0.006621795,Variant,9,E
1113,lib1,P2,E10,-0.008102964,Sterile,10,E
1114,lib1,P2,E11,0.005782477,Variant,11,E
1115,lib1,P2,E12,0.020840315,Variant,12,E
1116,lib1,P2,F01,0.0100741,Variant,1,F
1117,lib1,P2,F02,0.020222821,Variant,2,F
1118,lib1,P2,F03,0.005014874,Variant,3,F
1119,lib1,P2,F04,0.018788069,Variant,4,F
1120,lib1,P2,F05,0.065724151,Variant,5,F
1121,lib1,P2,F06,0.01287421,Variant,6,F
1122,lib1,P2,F07,0.002508386,Variant,7,F
1123,lib1,P2,F08,-0.004163071,Variant,8,F
1124,lib1,P2,F09,-0.002710208,Variant,9,F
1125,lib1,P2,F10,0.00890342,Sterile,10,F
1126,lib1,P2,F11,0.078664004,Variant,11,F
1127,lib1,P2,F12,-0.002530863,Variant,12,F
1128,lib1,P2,G01,-0.001106171,Variant,1,G
1129,lib1,P2,G02,0.001588187,Variant,2,G
1130,lib1,P2,G03,-0.00873774,Variant,3,G
1131,lib1,P2,G04,-0.00714315,Variant,4,G
1132,lib1,P2,G05,0.018768265,Variant,5,G
1133,lib1,P2,G06,0.004142648,Variant,6,G
1134,lib1,P2,G07,0.003056552,Variant,7,G
1135,lib1,P2,G08,-0.002938338,Variant,8,G
1136,lib1,P2,G09,0.305435884,Variant,9,G
1137,lib1,P2,G10,-0.007151158,Negative,10,G
1138,lib1,P2,G11,0.004433167,Variant,11,G
1139,lib1,P2,G12,0.055988688,Variant,12,G
1140,lib1,P2,H01,0.140451707,Variant,1,H
1141,lib1,P2,H02,-0.008660864,Variant,2,H
1142,lib1,P2,H03,-0.00025203,Variant,3,H
1143,lib1,P2,H04,0.361353432,Variant,4,H
1144,lib1,P2,H05,-0.00392429,Variant,5,H
1145,lib1,P2,H06,0.016407566,Variant,6,H
1146,lib1,P2,H07,0.009082964,Variant,7,H
1147,lib1,P2,H08,-0.010557536,Variant,8,H
1148,lib1,P2,H09,0.000542088,Variant,9,H
1149,lib1,P2,H10,-0.008137784,Negative,10,H
1150,lib1,P2,H11,0.117868838,Variant,11,H
1151,lib1,P2,H12,0.015323089,Variant,12,H
1152,lib1,P4,A01,-0.019924771,Variant,1,A
1153,lib1,P4,A02,0.1564304,Variant,2,A
1154,lib1,P4,A03,0.204272857,Variant,3,A
1155,lib1,P4,A04,0.24087895,Variant,4,A
1156,lib1,P4,A05,0.000915356,Variant,5,A
1157,lib1,P4,A06,-0.007291408,Variant,6,A
1158,lib1,P4,A07,0.01317318,Variant,7,A
1159,lib1,P4,A08,0.315277372,Variant,8,A
1160,lib1,P4,A09,0.155831909,Variant,9,A
1161,lib1,P4,A10,0.214700523,Parent,10,A
1162,lib1,P4,A11,0.008989001,Variant,11,A
1163,lib1,P4,A12,0.007829684,Variant,12,A
1164,lib1,P4,B01,0.019698,Variant,1,B
1165,lib1,P4,B02,0.125280084,Variant,2,B
1166,lib1,P4,B03,0.013190097,Variant,3,B
1167,lib1,P4,B04,0.007264194,Variant,4,B
1168,lib1,P4,B05,0.022110832,Variant,5,B
1169,lib1,P4,B06,0.013067658,Variant,6,B
1170,lib1,P4,B07,0.003447863,Variant,7,B
1171,lib1,P4,B08,0.009773406,Variant,8,B
1172,lib1,P4,B09,-0.003550077,Variant,9,B
1173,lib1,P4,B10,0.19382933,Parent,10,B
1174,lib1,P4,B11,0.003875935,Variant,11,B
1175,lib1,P4,B12,0.006453621,Variant,12,B
1176,lib1,P4,C01,0.001259726,Variant,1,C
1177,lib1,P4,C02,0.134323981,Variant,2,C
1178,lib1,P4,C03,-0.003749496,Variant,3,C
1179,lib1,P4,C04,-0.001112985,Variant,4,C
1180,lib1,P4,C05,0.00939697,Variant,5,C
1181,lib1,P4,C06,0.00188577,Variant,6,C
1182,lib1,P4,C07,0.010128852,Variant,7,C
1183,lib1,P4,C08,0.009797616,Variant,8,C
1184,lib1,P4,C09,0.00898951,Variant,9,C
1185,lib1,P4,C10,0.156102579,Parent,10,C
1186,lib1,P4,C11,0.130123829,Variant,11,C
1187,lib1,P4,C12,-0.000873549,Variant,12,C
1188,lib1,P4,D01,-0.016254355,Variant,1,D
1189,lib1,P4,D02,0.014559281,Variant,2,D
1190,lib1,P4,D03,-0.003287327,Variant,3,D
1191,lib1,P4,D04,0.001294347,Variant,4,D
1192,lib1,P4,D05,0.014704673,Variant,5,D
1193,lib1,P4,D06,0.003062642,Variant,6,D
1194,lib1,P4,D07,0.018832086,Variant,7,D
1195,lib1,P4,D08,-0.005288667,Variant,8,D
1196,lib1,P4,D09,0.002001841,Variant,9,D
1197,lib1,P4,D10,0.210374408,Parent,10,D
1198,lib1,P4,D11,0.01582082,Variant,11,D
1199,lib1,P4,D12,0.000640904,Variant,12,D
1200,lib1,P4,E01,0.013551825,Variant,1,E
1201,lib1,P4,E02,0.027388374,Variant,2,E
1202,lib1,P4,E03,0.020433331,Variant,3,E
1203,lib1,P4,E04,0.011062993,Variant,4,E
1204,lib1,P4,E05,0.047519403,Variant,5,E
1205,lib1,P4,E06,0.260353438,Variant,6,E
1206,lib1,P4,E07,-0.001013153,Variant,7,E
1207,lib1,P4,E08,-0.000339934,Variant,8,E
1208,lib1,P4,E09,0.05894713,Variant,9,E
1209,lib1,P4,E10,0.000548382,Sterile,10,E
1210,lib1,P4,E11,-0.00200461,Variant,11,E
1211,lib1,P4,E12,0.036784485,Variant,12,E
1212,lib1,P4,F01,0.000816238,Variant,1,F
1213,lib1,P4,F02,0.004501902,Variant,2,F
1214,lib1,P4,F03,0.008832113,Variant,3,F
1215,lib1,P4,F04,0.011132768,Variant,4,F
1216,lib1,P4,F05,0.033490101,Variant,5,F
1217,lib1,P4,F06,0.00595807,Variant,6,F
1218,lib1,P4,F07,-0.000664528,Variant,7,F
1219,lib1,P4,F08,0.011993726,Variant,8,F
1220,lib1,P4,F09,-0.005462928,Variant,9,F
1221,lib1,P4,F10,0.004906455,Sterile,10,F
1222,lib1,P4,F11,0.171402508,Variant,11,F
1223,lib1,P4,F12,0.009363612,Variant,12,F
1224,lib1,P4,G01,-0.020369005,Variant,1,G
1225,lib1,P4,G02,0.000722321,Variant,2,G
1226,lib1,P4,G03,0.006471894,Variant,3,G
1227,lib1,P4,G04,0.121851658,Variant,4,G
1228,lib1,P4,G05,4.74E-06,Variant,5,G
1229,lib1,P4,G06,-0.011209746,Variant,6,G
1230,lib1,P4,G07,-0.000635766,Variant,7,G
1231,lib1,P4,G08,-0.002293716,Variant,8,G
1232,lib1,P4,G09,0.018934735,Variant,9,G
1233,lib1,P4,G10,-0.009556916,Negative,10,G
1234,lib1,P4,G11,0.029821653,Variant,11,G
1235,lib1,P4,G12,0.012219856,Variant,12,G
1236,lib1,P4,H01,0.120910799,Variant,1,H
1237,lib1,P4,H02,0.015523017,Variant,2,H
1238,lib1,P4,H03,-0.010208325,Variant,3,H
1239,lib1,P4,H04,-0.007246916,Variant,4,H
1240,lib1,P4,H05,-0.008476212,Variant,5,H
1241,lib1,P4,H06,0.01091045,Variant,6,H
1242,lib1,P4,H07,0.064552715,Variant,7,H
1243,lib1,P4,H08,0.088614118,Variant,8,H
1244,lib1,P4,H09,0.0361321,Variant,9,H
1245,lib1,P4,H10,0.004155554,Negative,10,H
1246,lib1,P4,H11,0.001491186,Variant,11,H
1247,lib1,P4,H12,0.016188077,Variant,12,H
1248,lib1,P5,A01,-0.013308564,Variant,1,A
1249,lib1,P5,A02,0.008696491,Variant,2,A
1250,lib1,P5,A03,-0.004607576,Variant,3,A
1251,lib1,P5,A04,0.029046473,Variant,4,A
1252,lib1,P5,A05,0.023981943,Variant,5,A
1253,lib1,P5,A06,-0.006918148,Variant,6,A
1254,lib1,P5,A07,0.000535852,Variant,7,A
1255,lib1,P5,A08,0.022252091,Variant,8,A
1256,lib1,P5,A09,0.001980928,Variant,9,A
1257,lib1,P5,A10,0.234759592,Parent,10,A
1258,lib1,P5,A11,0.003472804,Variant,11,A
1259,lib1,P5,A12,-0.008366499,Variant,12,A
1260,lib1,P5,B01,0.155712006,Variant,1,B
1261,lib1,P5,B02,0.087153266,Variant,2,B
1262,lib1,P5,B03,0.008467422,Variant,3,B
1263,lib1,P5,B04,-0.003717401,Variant,4,B
1264,lib1,P5,B05,0.053482349,Variant,5,B
1265,lib1,P5,B06,0.02617125,Variant,6,B
1266,lib1,P5,B07,0.191600288,Variant,7,B
1267,lib1,P5,B08,-0.00945426,Variant,8,B
1268,lib1,P5,B09,0.190735506,Variant,9,B
1269,lib1,P5,B10,0.204463627,Parent,10,B
1270,lib1,P5,B11,0.009763832,Variant,11,B
1271,lib1,P5,B12,-0.005971614,Variant,12,B
1272,lib1,P5,C01,-0.014068419,Variant,1,C
1273,lib1,P5,C02,0.008764254,Variant,2,C
1274,lib1,P5,C03,0.074764658,Variant,3,C
1275,lib1,P5,C04,0.008274184,Variant,4,C
1276,lib1,P5,C05,0.025538321,Variant,5,C
1277,lib1,P5,C06,0.025143401,Variant,6,C
1278,lib1,P5,C07,0.223445182,Variant,7,C
1279,lib1,P5,C08,0.00438842,Variant,8,C
1280,lib1,P5,C09,0.00720331,Variant,9,C
1281,lib1,P5,C10,0.221082625,Parent,10,C
1282,lib1,P5,C11,4.36E-05,Variant,11,C
1283,lib1,P5,C12,0.001674527,Variant,12,C
1284,lib1,P5,D01,0.002453872,Variant,1,D
1285,lib1,P5,D02,0.001159856,Variant,2,D
1286,lib1,P5,D03,-0.000168023,Variant,3,D
1287,lib1,P5,D04,-0.001661115,Variant,4,D
1288,lib1,P5,D05,0.009221559,Variant,5,D
1289,lib1,P5,D06,0.057198682,Variant,6,D
1290,lib1,P5,D07,0.007666884,Variant,7,D
1291,lib1,P5,D08,0.018146248,Variant,8,D
1292,lib1,P5,D09,0.176031775,Variant,9,D
1293,lib1,P5,D10,0.219255609,Parent,10,D
1294,lib1,P5,D11,0.008153146,Variant,11,D
1295,lib1,P5,D12,0.015136552,Variant,12,D
1296,lib1,P5,E01,0.234401652,Variant,1,E
1297,lib1,P5,E02,0.085653228,Variant,2,E
1298,lib1,P5,E03,-0.005956277,Variant,3,E
1299,lib1,P5,E04,0.177697515,Variant,4,E
1300,lib1,P5,E05,0.050680762,Variant,5,E
1301,lib1,P5,E06,0.002773563,Variant,6,E
1302,lib1,P5,E07,-0.000928494,Variant,7,E
1303,lib1,P5,E08,0.000934622,Variant,8,E
1304,lib1,P5,E09,-0.007624369,Variant,9,E
1305,lib1,P5,E10,-0.005977595,Sterile,10,E
1306,lib1,P5,E11,-0.011734397,Variant,11,E
1307,lib1,P5,E12,0.005272588,Variant,12,E
1308,lib1,P5,F01,-0.002480675,Variant,1,F
1309,lib1,P5,F02,0.037714795,Variant,2,F
1310,lib1,P5,F03,0.008718823,Variant,3,F
1311,lib1,P5,F04,0.021323586,Variant,4,F
1312,lib1,P5,F05,0.002299642,Variant,5,F
1313,lib1,P5,F06,0.004048847,Variant,6,F
1314,lib1,P5,F07,0.08574242,Variant,7,F
1315,lib1,P5,F08,-0.004579493,Variant,8,F
1316,lib1,P5,F09,-0.008155128,Variant,9,F
1317,lib1,P5,F10,-0.010230668,Sterile,10,F
1318,lib1,P5,F11,0.064350833,Variant,11,F
1319,lib1,P5,F12,-0.013568174,Variant,12,F
1320,lib1,P5,G01,-0.005796091,Variant,1,G
1321,lib1,P5,G02,0.240725752,Variant,2,G
1322,lib1,P5,G03,-0.007897528,Variant,3,G
1323,lib1,P5,G04,0.023546436,Variant,4,G
1324,lib1,P5,G05,-0.006243585,Variant,5,G
1325,lib1,P5,G06,0.000948161,Variant,6,G
1326,lib1,P5,G07,0.010239836,Variant,7,G
1327,lib1,P5,G08,0.001536006,Variant,8,G
1328,lib1,P5,G09,0.103999554,Variant,9,G
1329,lib1,P5,G10,-0.000656537,Negative,10,G
1330,lib1,P5,G11,0.021519819,Variant,11,G
1331,lib1,P5,G12,0.03400786,Variant,12,G
1332,lib1,P5,H01,0.075615847,Variant,1,H
1333,lib1,P5,H02,0.019835488,Variant,2,H
1334,lib1,P5,H03,0.004636338,Variant,3,H
1335,lib1,P5,H04,0.031905163,Variant,4,H
1336,lib1,P5,H05,0.007052888,Variant,5,H
1337,lib1,P5,H06,0.004249542,Variant,6,H
1338,lib1,P5,H07,-0.017860096,Variant,7,H
1339,lib1,P5,H08,0.004347106,Variant,8,H
1340,lib1,P5,H09,-0.031021902,Variant,9,H
1341,lib1,P5,H10,-0.036563948,Negative,10,H
1342,lib1,P5,H11,0.140962997,Variant,11,H
1343,lib1,P5,H12,-0.015102912,Variant,12,H
1344,lib1,P3,A01,0.116148422,Variant,1,A
1345,lib1,P3,A02,0.262914009,Variant,2,A
1346,lib1,P3,A03,0.003744473,Variant,3,A
1347,lib1,P3,A04,-0.000689329,Variant,4,A
1348,lib1,P3,A05,0.032762372,Variant,5,A
1349,lib1,P3,A06,0.216289125,Variant,6,A
1350,lib1,P3,A07,0.026731606,Variant,7,A
1351,lib1,P3,A08,-0.006033913,Variant,8,A
1352,lib1,P3,A09,0.035329701,Variant,9,A
1353,lib1,P3,A10,0.249632316,Parent,10,A
1354,lib1,P3,A11,0.001052304,Variant,11,A
1355,lib1,P3,A12,0.010464184,Variant,12,A
1356,lib1,P3,B01,0.262064296,Variant,1,B
1357,lib1,P3,B02,0.280630568,Variant,2,B
1358,lib1,P3,B03,0.260679224,Variant,3,B
1359,lib1,P3,B04,0.019710104,Variant,4,B
1360,lib1,P3,B05,0.015863863,Variant,5,B
1361,lib1,P3,B06,0.032838774,Variant,6,B
1362,lib1,P3,B07,0.037847711,Variant,7,B
1363,lib1,P3,B08,-0.010103291,Variant,8,B
1364,lib1,P3,B09,0.204225544,Variant,9,B
1365,lib1,P3,B10,0.196504982,Parent,10,B
1366,lib1,P3,B11,0.000770594,Variant,11,B
1367,lib1,P3,B12,-0.008265315,Variant,12,B
1368,lib1,P3,C01,0.193939522,Variant,1,C
1369,lib1,P3,C02,-0.019616202,Variant,2,C
1370,lib1,P3,C03,0.0027777,Variant,3,C
1371,lib1,P3,C04,0.068252339,Variant,4,C
1372,lib1,P3,C05,-0.004785313,Variant,5,C
1373,lib1,P3,C06,0.023485724,Variant,6,C
1374,lib1,P3,C07,0.051369411,Variant,7,C
1375,lib1,P3,C08,0.024737558,Variant,8,C
1376,lib1,P3,C09,0.005007805,Variant,9,C
1377,lib1,P3,C10,0.226231397,Parent,10,C
1378,lib1,P3,C11,-0.002218921,Variant,11,C
1379,lib1,P3,C12,-0.001071167,Variant,12,C
1380,lib1,P3,D01,0.078156174,Variant,1,D
1381,lib1,P3,D02,0.219587638,Variant,2,D
1382,lib1,P3,D03,-0.003246482,Variant,3,D
1383,lib1,P3,D04,0.032032031,Variant,4,D
1384,lib1,P3,D05,0.018921599,Variant,5,D
1385,lib1,P3,D06,0.00864522,Variant,6,D
1386,lib1,P3,D07,-0.010272082,Variant,7,D
1387,lib1,P3,D08,0.220879684,Variant,8,D
1388,lib1,P3,D09,0.013691773,Variant,9,D
1389,lib1,P3,D10,0.218034177,Parent,10,D
1390,lib1,P3,D11,0.044094468,Variant,11,D
1391,lib1,P3,D12,0.033949707,Variant,12,D
1392,lib1,P3,E01,-0.002173351,Variant,1,E
1393,lib1,P3,E02,0.193741863,Variant,2,E
1394,lib1,P3,E03,-0.011924839,Variant,3,E
1395,lib1,P3,E04,0.005707982,Variant,4,E
1396,lib1,P3,E05,0.021472923,Variant,5,E
1397,lib1,P3,E06,0.05748029,Variant,6,E
1398,lib1,P3,E07,-0.002250204,Variant,7,E
1399,lib1,P3,E08,0.032945858,Variant,8,E
1400,lib1,P3,E09,0.087649557,Variant,9,E
1401,lib1,P3,E10,-0.013145668,Sterile,10,E
1402,lib1,P3,E11,-0.001087286,Variant,11,E
1403,lib1,P3,E12,0.0140501,Variant,12,E
1404,lib1,P3,F01,-0.023451208,Variant,1,F
1405,lib1,P3,F02,-0.012456061,Variant,2,F
1406,lib1,P3,F03,0.004764306,Variant,3,F
1407,lib1,P3,F04,-0.003862272,Variant,4,F
1408,lib1,P3,F05,0.066882944,Variant,5,F
1409,lib1,P3,F06,-0.008112651,Variant,6,F
1410,lib1,P3,F07,0.112935598,Variant,7,F
1411,lib1,P3,F08,0.010497957,Variant,8,F
1412,lib1,P3,F09,0.009840408,Variant,9,F
1413,lib1,P3,F10,-0.009850457,Sterile,10,F
1414,lib1,P3,F11,0.002953028,Variant,11,F
1415,lib1,P3,F12,-0.007776799,Variant,12,F
1416,lib1,P3,G01,-0.024589762,Variant,1,G
1417,lib1,P3,G02,-0.018234284,Variant,2,G
1418,lib1,P3,G03,0.252952387,Variant,3,G
1419,lib1,P3,G04,0.000924206,Variant,4,G
1420,lib1,P3,G05,0.044809255,Variant,5,G
1421,lib1,P3,G06,0.003624099,Variant,6,G
1422,lib1,P3,G07,-0.013338893,Variant,7,G
1423,lib1,P3,G08,-0.01442772,Variant,8,G
1424,lib1,P3,G09,0.004864662,Variant,9,G
1425,lib1,P3,G10,0.000244711,Negative,10,G
1426,lib1,P3,G11,0.007150139,Variant,11,G
1427,lib1,P3,G12,-0.006204473,Variant,12,G
1428,lib1,P3,H01,-0.009428522,Variant,1,H
1429,lib1,P3,H02,-0.017130579,Variant,2,H
1430,lib1,P3,H03,0.002589215,Variant,3,H
1431,lib1,P3,H04,0.001496767,Variant,4,H
1432,lib1,P3,H05,0.050010466,Variant,5,H
1433,lib1,P3,H06,0.004876996,Variant,6,H
1434,lib1,P3,H07,0.201822731,Variant,7,H
1435,lib1,P3,H08,-0.000238376,Variant,8,H
1436,lib1,P3,H09,-0.009782524,Variant,9,H
1437,lib1,P3,H10,-0.013921616,Negative,10,H
1438,lib1,P3,H11,0.356301337,Variant,11,H
1439,lib1,P3,H12,-0.018366611,Variant,12,H